binomial,kingdom,phylum,class,order,family,genus,species
Lessertia frutescens,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Lessertia,frutescens
Polistes carnifex,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes,carnifex
Anolis wattsi,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,wattsi
Eremophila latrobei,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila,latrobei
Gilia aliquanta,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Gilia,aliquanta
Townsendia jonesii,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,jonesii
Lepomis macrochirus,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,macrochirus
Prescottia stachyodes,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Prescottia,stachyodes
Acourtia wislizenii,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Acourtia,wislizenii
Platanthera lacera,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Platanthera,lacera
Hilaria rigida,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Hilaria,rigida
Erythronium americanum,Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Erythronium,americanum
Searsia incisa,Animalia,Chordata,Actinopterygii,Alepocephaliformes,Platytroctidae,Searsia,incisa
Agave deserti,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,Agave,deserti
Nama hispidum,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Nama,hispidum
Neotinea tridentata,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Neotinea,tridentata
Townsendia leptotes,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Townsendia,leptotes
Naso lituratus,Animalia,Chordata,Actinopterygii,Acanthuriformes,Acanthuridae,Naso,lituratus
Nama stevensii,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Nama,stevensii
Sabal minor,Plantae,Tracheophyta,Magnoliopsida,Arecales,Arecaceae,Sabal,minor
Allium stellatum,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,stellatum
Iris tenuissima,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,tenuissima
Haliotis tuberculata,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,tuberculata
Bouteloua gracilis,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Bouteloua,gracilis
Dactyloctenium aegyptium,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Dactyloctenium,aegyptium
Orectolobus maculatus,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Orectolobidae,Orectolobus,maculatus
Viola pubescens,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,pubescens
Ambloplites rupestris,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Ambloplites,rupestris
Leopoldia comosa,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,Leopoldia,comosa
Salix reticulata,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Salix,reticulata
Salix alaxensis,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Salix,alaxensis
Lilium bulbiferum,Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,bulbiferum
Breynia disticha,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Breynia,disticha
Laelia anceps,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Laelia,anceps
Pritchardia thurstonii,Plantae,Tracheophyta,Magnoliopsida,Arecales,Arecaceae,Pritchardia,thurstonii
Ficus pedunculosa,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ficidae,Ficus,pedunculosa
Calochortus albus,Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Calochortus,albus
Uvularia sessilifolia,Plantae,Tracheophyta,Magnoliopsida,Liliales,Colchicaceae,Uvularia,sessilifolia
Leucothoe fontanesiana,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Leucothoe,fontanesiana
Hordeum murinum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Hordeum,murinum
Apus apus,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,apus
Myxarium nucleatum,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Hyaloriaceae,Myxarium,nucleatum
Securigera varia,Animalia,Arthropoda,Insecta,Orthoptera,Romaleidae,Securigera,varia
Eleusine indica,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Eleusine,indica
Lilium parvum,Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,parvum
Sagittaria lancifolia,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Alismataceae,Sagittaria,lancifolia
Polistes comanchus,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes,comanchus
Collinsia heterophylla,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Collinsia,heterophylla
Petalidium variabile,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Petalidium,variabile
Dianella tasmanica,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asphodelaceae,Dianella,tasmanica
Anthracothorax prevostii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Anthracothorax,prevostii
Oblada melanura,Animalia,Chordata,Actinopterygii,Spariformes,Sparidae,Oblada,melanura
Bromelia pinguin,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Bromelia,pinguin
Thalassoma bifasciatum,Animalia,Chordata,Actinopterygii,Labriformes,Labridae,Thalassoma,bifasciatum
Dawsonia superba,Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Dawsonia,superba
Dianella nigra,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asphodelaceae,Dianella,nigra
Viola lobata,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,lobata
Stropharia rugosoannulata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Stropharia,rugosoannulata
Allium acuminatum,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,acuminatum
Uvularia grandiflora,Plantae,Tracheophyta,Magnoliopsida,Liliales,Colchicaceae,Uvularia,grandiflora
Trillium albidum,Plantae,Tracheophyta,Magnoliopsida,Liliales,Melanthiaceae,Trillium,albidum
Elymus virginicus,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Elymus,virginicus
Poa bulbosa,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa,bulbosa
Koeleria macrantha,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Koeleria,macrantha
Mortonia utahensis,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Mortonia,utahensis
Colibri coruscans,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Colibri,coruscans
Viola canina,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,canina
Carex utriculata,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,utriculata
Sisyrinchium montanum,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Iridaceae,Sisyrinchium,montanum
Polistes aurifer,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes,aurifer
Quadrella odoratissima,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Quadrella,odoratissima
Haliotis virginea,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,virginea
Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,tzacatl
Dacrydium cupressinum,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Dacrydium,cupressinum
Digitaria ciliaris,Animalia,Mollusca,Bivalvia,Carditida,Astartidae,Digitaria,ciliaris
Agave salmiana,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,Agave,salmiana
Pentachaeta exilis,Animalia,Arthropoda,Insecta,Diptera,Heleomyzidae,Pentachaeta,exilis
Carex pilosa,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,pilosa
Fritillaria recurva,Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Fritillaria,recurva
Megacollybia rodmanii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Megacollybia,rodmanii
Amazilia yucatanensis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,yucatanensis
Ophrys scolopax,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Ophrys,scolopax
Lophophora fricii,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lophophora,fricii
Centropogon cornutus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,cornutus
Diuris pardina,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Diuris,pardina
Mertensia virginica,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Mertensia,virginica
Acanthocystis pectinata,Protozoa,Protozoa,Heliozoa,Centrohelida,Acanthocystidae,Acanthocystis,pectinata
Collinsia grandiflora,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Collinsia,grandiflora
Iris ruthenica,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,ruthenica
Mullus surmuletus,Animalia,Chordata,Actinopterygii,Syngnathiformes,Mullidae,Mullus,surmuletus
Crepis pygmaea,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,pygmaea
Erythronium oregonum,Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Erythronium,oregonum
Syngonium podophyllum,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Araceae,Syngonium,podophyllum
Smilax aspera,Plantae,Tracheophyta,Magnoliopsida,Liliales,Smilacaceae,Smilax,aspera
Chromis chromis,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Chromis,chromis
Viola canadensis,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Viola,canadensis
Viola decumbens,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,decumbens
Protaetia brevitarsis,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Protaetia,brevitarsis
Arisaema dracontium,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Araceae,Arisaema,dracontium
Calochortus monophyllus,Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Calochortus,monophyllus
Leersia oryzoides,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Leersia,oryzoides
Cyathus stercoreus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Cyathus,stercoreus
Thelymitra longifolia,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Thelymitra,longifolia
Anuroctonus pococki,Animalia,Arthropoda,Arachnida,Scorpiones,Chactidae,Anuroctonus,pococki
Acanthopagrus australis,Animalia,Chordata,Actinopterygii,Spariformes,Sparidae,Acanthopagrus,australis
Commelina erecta,Plantae,Tracheophyta,Magnoliopsida,Commelinales,Commelinaceae,Commelina,erecta
Maianthemum stellatum,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,Maianthemum,stellatum
Psychopsis papilio,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Psychopsis,papilio
Scirpus microcarpus,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Scirpus,microcarpus
Ixia latifolia,Animalia,Arthropoda,Insecta,Hemiptera,Tingidae,Ixia,latifolia
Eremothera boothii,Animalia,Arthropoda,Arachnida,Solifugae,Eremobatidae,Eremothera,boothii
Dactylorhiza sambucina,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Dactylorhiza,sambucina
Lachnanthes caroliniana,Plantae,Tracheophyta,Magnoliopsida,Commelinales,Haemodoraceae,Lachnanthes,caroliniana
Eriophorum virginicum,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Eriophorum,virginicum
Annona sylvatica,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,sylvatica
Chlorostilbon lucidus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,lucidus
Ulmus glabra,Animalia,Arthropoda,Insecta,Hemiptera,Tingidae,Ulmus,glabra
Linaria genistifolia,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,genistifolia
Pomoxis nigromaculatus,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Pomoxis,nigromaculatus
Platanthera transversa,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Platanthera,transversa
Dascyllus trimaculatus,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Dascyllus,trimaculatus
Mertensia oblongifolia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Mertensia,oblongifolia
Smilax aspera,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Smilax,aspera
Sphyraena barracuda,Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,barracuda
Dysphania graveolens,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Dysphania,graveolens
Irpex lacteus,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Irpex,lacteus
Ruscus aculeatus,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,Ruscus,aculeatus
Andropogon ternarius,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Andropogon,ternarius
Carex stipata,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,stipata
Crepis vesicaria,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cymuloporidae,Crepis,vesicaria
Thalassoma pavo,Animalia,Chordata,Actinopterygii,Labriformes,Labridae,Thalassoma,pavo
Crocodylus moreletii,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,moreletii
Calochortus nuttallii,Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Calochortus,nuttallii
Monstera deliciosa,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Araceae,Monstera,deliciosa
Fritillaria kurdica,Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Fritillaria,kurdica
Dryas octopetala,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dryas,octopetala
Linaria bipartita,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,bipartita
Schoenoplectus californicus,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Schoenoplectus,californicus
Jamesia americana,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Jamesia,americana
Lycopus uniflorus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lycopus,uniflorus
Viburnum rufidulum,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,rufidulum
Pentagramma triangularis,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pentagramma,triangularis
Uvularia perfoliata,Plantae,Tracheophyta,Magnoliopsida,Liliales,Colchicaceae,Uvularia,perfoliata
Pogonias cromis,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Pogonias,cromis
Ganoderma oregonense,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,oregonense
Diphthera festiva,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Diphthera,festiva
Patella vulgata,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,vulgata
Cyprinodon salinus,Animalia,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,salinus
Anthracothorax nigricollis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Anthracothorax,nigricollis
Oncorhynchus clarkii,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,clarkii
Erica carnea,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Erica,carnea
Amphibolia laevis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Amphibolia,laevis
Scoparia montevidensis,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Scoparia,montevidensis
Crinum americanum,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Crinum,americanum
Eriocaulon aquaticum,Plantae,Tracheophyta,Magnoliopsida,Poales,Eriocaulaceae,Eriocaulon,aquaticum
Ficinia nodosa,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Ficinia,nodosa
Chara braunii,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Chara,braunii
Erica discolor,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Erica,discolor
Echinopsis aurea,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinopsis,aurea
Zostera marina,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Zosteraceae,Zostera,marina
Melanophora roralis,Animalia,Arthropoda,Insecta,Diptera,Rhinophoridae,Melanophora,roralis
Arundina graminifolia,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Arundina,graminifolia
Pritchardia remota,Plantae,Tracheophyta,Magnoliopsida,Arecales,Arecaceae,Pritchardia,remota
Viola sororia,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Viola,sororia
Arethusa bulbosa,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Arethusa,bulbosa
Eremophila maculata,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremophila,maculata
Bodianus diplotaenia,Animalia,Chordata,Actinopterygii,Labriformes,Labridae,Bodianus,diplotaenia
Clavulina rugosa,Chromista,Foraminifera,Globothalamea,Textulariida,Valvulinidae,Clavulina,rugosa
Commelina communis,Plantae,Tracheophyta,Magnoliopsida,Commelinales,Commelinaceae,Commelina,communis
Apodasmia similis,Plantae,Tracheophyta,Magnoliopsida,Poales,Restionaceae,Apodasmia,similis
Searsia laevigata,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Searsia,laevigata
Thalassoma lucasanum,Animalia,Chordata,Actinopterygii,Labriformes,Labridae,Thalassoma,lucasanum
